nohup: ignoring input
Java HotSpot(TM) 64-Bit Server VM warning: Using incremental CMS is deprecated and will likely be removed in a future release
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/opt/beh/core/hbase/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/opt/beh/core/hadoop/share/hadoop/common/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
-- -- -*******************************************************************************************************************-- -- -
app日活	pt_days	App	uv	uv-剔除流量卡
201908	各家app永久新增	wangyi_music	20190829	18039	13096
201908	各家app永久新增	wangyi_music	20190830	17856	12871
201908	各家app永久新增	wangyi_music	20190831	23190	16575
201908	各家app永久新增	wangyi_music	20190901	86500	67625
201908	各家app永久新增	wangyi_music	20190902	45504	35270
201908	各家app永久新增	wangyi_music	20190903	36068	27402
201908	各家app永久新增	wangyinews	20190801	79375	57304
201908	各家app永久新增	wangyinews	20190802	64225	46223
201908	各家app永久新增	wangyinews	20190803	64921	46800
201908	各家app永久新增	wangyinews	20190804	54182	38837
201908	各家app永久新增	wangyinews	20190805	47952	34570
201908	各家app永久新增	wangyinews	20190806	42338	30693
201908	各家app永久新增	wangyinews	20190807	39239	28513
201908	各家app永久新增	wangyinews	20190808	39955	28970
201908	各家app永久新增	wangyinews	20190809	34470	24985
201908	各家app永久新增	wangyinews	20190810	32766	23502
201908	各家app永久新增	wangyinews	20190811	46024	32985
201908	各家app永久新增	wangyinews	20190812	32318	22912
201908	各家app永久新增	wangyinews	20190813	32860	23639
201908	各家app永久新增	wangyinews	20190814	34579	25182
201908	各家app永久新增	wangyinews	20190815	34256	24710
201908	各家app永久新增	wangyinews	20190816	34442	24902
201908	各家app永久新增	wangyinews	20190817	31946	23186
201908	各家app永久新增	wangyinews	20190818	33542	24406
201908	各家app永久新增	wangyinews	20190819	29352	21250
201908	各家app永久新增	wangyinews	20190820	27978	20097
201908	各家app永久新增	wangyinews	20190821	25980	18676
201908	各家app永久新增	wangyinews	20190822	25492	18561
201908	各家app永久新增	wangyinews	20190823	23728	17034
201908	各家app永久新增	wangyinews	20190824	23044	16607
201908	各家app永久新增	wangyinews	20190825	26180	18506
201908	各家app永久新增	wangyinews	20190826	27929	20041
201908	各家app永久新增	wangyinews	20190827	24953	17809
201908	各家app永久新增	wangyinews	20190828	24839	17827
201908	各家app永久新增	wangyinews	20190829	21268	15569
201908	各家app永久新增	wangyinews	20190830	17033	12057
201908	各家app永久新增	ximalaya	20190801	35087	26020
201908	各家app永久新增	ximalaya	20190802	27221	19811
201908	各家app永久新增	ximalaya	20190803	24760	17873
201908	各家app永久新增	ximalaya	20190804	21792	15511
201908	各家app永久新增	ximalaya	20190805	21610	15614
201908	各家app永久新增	ximalaya	20190806	22070	15955
201908	各家app永久新增	ximalaya	20190807	20841	15132
201908	各家app永久新增	ximalaya	20190808	20420	14621
201908	各家app永久新增	ximalaya	20190809	19119	13395
201908	各家app永久新增	ximalaya	20190810	16934	12031
201908	各家app永久新增	ximalaya	20190811	20616	14527
201908	各家app永久新增	ximalaya	20190812	19395	13794
201908	各家app永久新增	ximalaya	20190813	19931	14264
201908	各家app永久新增	ximalaya	20190814	19758	14098
201908	各家app永久新增	ximalaya	20190815	20090	14495
201908	各家app永久新增	ximalaya	20190816	19497	13917
201908	各家app永久新增	ximalaya	20190817	19621	14038
201908	各家app永久新增	ximalaya	20190818	18159	12905
201908	各家app永久新增	ximalaya	20190819	18884	13530
201908	各家app永久新增	ximalaya	20190820	18807	13505
201908	各家app永久新增	ximalaya	20190821	18187	12911
201908	各家app永久新增	ximalaya	20190822	16931	11980
201908	各家app永久新增	ximalaya	20190823	17584	12455
201908	各家app永久新增	ximalaya	20190824	15737	11001
201908	各家app永久新增	ximalaya	20190825	17096	11897
201908	各家app永久新增	ximalaya	20190826	17576	12422
201908	各家app永久新增	ximalaya	20190827	18341	12951
201908	各家app永久新增	ximalaya	20190828	19395	13628
201908	各家app永久新增	ximalaya	20190829	13362	9251
201908	各家app永久新增	ximalaya	20190830	13733	9210
201908	各家app永久新增	ximalaya	20190831	16314	10832
201908	各家app永久新增	ximalaya	20190901	38758	28173
201908	各家app永久新增	ximalaya	20190902	32763	23349
201908	各家app永久新增	ximalaya	20190903	33048	22290
-- -- -*******************************************************************************************************************-- -- -
月份	各app流失用户	App	日期	uv	uv_剔除流量卡
201908	各app流失用户	ifeng	20190801	20707	13730
201908	各app流失用户	qq_music	20190804	21597	12862
201908	各app流失用户	kugou	20190805	22901	14331
201908	各app流失用户	sohu_news	20190808	13403	9083
201908	各app流失用户	yoovideo	20190808	27670	13238
201908	各app流失用户	sina_news	20190809	19757	12845
201908	各app流失用户	sohu_news	20190810	12770	8284
201908	各app流失用户	yoovideo	20190810	41927	21538
201908	各app流失用户	sina_news	20190811	20372	13080
201908	各app流失用户	wangyi_music	20190812	11832	6845
201908	各app流失用户	kuwo	20190814	29374	19090
201908	各app流失用户	uc	20190816	31948	19475
201908	各app流失用户	wangyinews	20190816	15010	9357
201908	各app流失用户	ximalaya	20190817	22884	15043
201908	各app流失用户	kuaibao	20190819	24353	14329
201908	各app流失用户	mobbaidu	20190819	25021	14968
201908	各app流失用户	kuaibao	20190821	27322	15942
201908	各app流失用户	mobbaidu	20190821	26878	16294
201908	各app流失用户	others	20190822	30145	16839
201908	各app流失用户	toutiao	20190824	14177	8880
201908	各app流失用户	douyin	20190826	34584	20895
201908	各app流失用户	tencent_news	20190827	35897	21538
201908	各app流失用户	ifeng	20190828	24209	15845
201908	各app流失用户	ifeng	20190830	15444	10248
201908	各app流失用户	douyin	20190802	26176	16314
201908	各app流失用户	tencent_news	20190803	21857	13229
201908	各app流失用户	ifeng	20190804	20681	13215
201908	各app流失用户	qq_music	20190807	22350	13962
201908	各app流失用户	kugou	20190808	25708	16008
201908	各app流失用户	kugou	20190810	29221	18162
201908	各app流失用户	sohu_news	20190813	13020	8706
201908	各app流失用户	yoovideo	20190813	36764	20059
201908	各app流失用户	sina_news	20190814	22250	13883
201908	各app流失用户	wangyi_music	20190815	12597	7138
201908	各app流失用户	kuwo	20190817	30240	19262
201908	各app流失用户	uc	20190819	29699	18447
201908	各app流失用户	wangyinews	20190819	10023	6801
201908	各app流失用户	uc	20190821	32408	19993
201908	各app流失用户	wangyinews	20190821	10394	7116
201908	各app流失用户	ximalaya	20190822	25141	16128
201908	各app流失用户	kuaibao	20190824	23405	14025
201908	各app流失用户	mobbaidu	20190824	27831	17434
201908	各app流失用户	others	20190825	35254	21714
201908	各app流失用户	toutiao	20190827	24152	15654
201908	各app流失用户	douyin	20190829	22838	14042
201908	各app流失用户	douyin	20190831	20189	11908
201908	各app流失用户	others	20190801	28487	17659
201908	各app流失用户	toutiao	20190803	13198	8175
201908	各app流失用户	douyin	20190805	19432	11325
201908	各app流失用户	tencent_news	20190806	22033	13191
201908	各app流失用户	ifeng	20190807	21839	14376
201908	各app流失用户	qq_music	20190812	24960	15217
201908	各app流失用户	kugou	20190813	29260	18425
201908	各app流失用户	sohu_news	20190816	13201	8781
201908	各app流失用户	yoovideo	20190816	45065	22217
201908	各app流失用户	sina_news	20190817	21770	13592
201908	各app流失用户	wangyi_music	20190818	12354	6836
201908	各app流失用户	wangyi_music	20190820	11397	6466
201908	各app流失用户	kuwo	20190822	29091	18463
201908	各app流失用户	uc	20190824	26731	17052
201908	各app流失用户	wangyinews	20190824	7186	4934
201908	各app流失用户	ximalaya	20190825	23300	15013
201908	各app流失用户	kuaibao	20190827	32184	18432
201908	各app流失用户	mobbaidu	20190827	48218	30194
201908	各app流失用户	others	20190828	30473	17081
201908	各app流失用户	others	20190830	16906	10081
201908	各app流失用户	ximalaya	20190801	18411	12153
201908	各app流失用户	kuaibao	20190803	14058	8567
201908	各app流失用户	mobbaidu	20190803	22248	13471
201908	各app流失用户	others	20190804	18808	11154
201908	各app流失用户	toutiao	20190806	13413	8224
201908	各app流失用户	douyin	20190808	21266	12531
201908	各app流失用户	tencent_news	20190809	29051	17441
201908	各app流失用户	douyin	20190810	24210	13891
201908	各app流失用户	tencent_news	20190811	24780	14649
201908	各app流失用户	ifeng	20190812	26071	17192
201908	各app流失用户	qq_music	20190815	24381	14578
201908	各app流失用户	kugou	20190816	28921	17778
201908	各app流失用户	sohu_news	20190819	12827	8510
201908	各app流失用户	yoovideo	20190819	38940	20612
201908	各app流失用户	sohu_news	20190821	14504	9822
201908	各app流失用户	yoovideo	20190821	35202	16388
201908	各app流失用户	sina_news	20190822	22994	14406
201908	各app流失用户	wangyi_music	20190823	17199	9463
201908	各app流失用户	kuwo	20190825	26734	17207
201908	各app流失用户	uc	20190827	36450	22785
201908	各app流失用户	wangyinews	20190827	10830	7400
201908	各app流失用户	ximalaya	20190828	24447	15802
201908	各app流失用户	ximalaya	20190830	16442	11056
201908	各app流失用户	kuwo	20190801	26862	17722
201908	各app流失用户	uc	20190803	27245	16988
201908	各app流失用户	wangyinews	20190803	30997	19616
201908	各app流失用户	ximalaya	20190804	17609	11442
201908	各app流失用户	kuaibao	20190806	17946	10730
201908	各app流失用户	mobbaidu	20190806	21015	12333
201908	各app流失用户	others	20190807	15291	8528
201908	各app流失用户	toutiao	20190809	14454	8860
201908	各app流失用户	toutiao	20190811	13997	8485
201908	各app流失用户	douyin	20190813	22099	13047
201908	各app流失用户	tencent_news	20190814	26442	15401
201908	各app流失用户	ifeng	20190815	25193	16576
201908	各app流失用户	qq_music	20190818	26488	15913
201908	各app流失用户	kugou	20190819	26080	16074
201908	各app流失用户	qq_music	20190820	22303	13554
201908	各app流失用户	kugou	20190821	28803	17717
201908	各app流失用户	sohu_news	20190824	11537	7706
201908	各app流失用户	yoovideo	20190824	70726	35862
201908	各app流失用户	sina_news	20190825	21920	13716
201908	各app流失用户	wangyi_music	20190826	15644	8529
201908	各app流失用户	kuwo	20190828	28934	18215
201908	各app流失用户	kuwo	20190830	20784	13329
201908	各app流失用户	sina_news	20190801	17062	11369
201908	各app流失用户	wangyi_music	20190802	14742	8865
201908	各app流失用户	kuwo	20190804	23807	15530
201908	各app流失用户	uc	20190806	28907	17914
201908	各app流失用户	wangyinews	20190806	34667	22747
201908	各app流失用户	ximalaya	20190807	18626	12397
201908	各app流失用户	kuaibao	20190809	22227	13127
201908	各app流失用户	mobbaidu	20190809	23206	13510
201908	各app流失用户	kuaibao	20190811	21849	12717
201908	各app流失用户	mobbaidu	20190811	22381	13016
201908	各app流失用户	others	20190812	17605	9370
201908	各app流失用户	toutiao	20190814	13549	8234
201908	各app流失用户	douyin	20190816	25377	15058
201908	各app流失用户	tencent_news	20190817	30783	17882
201908	各app流失用户	ifeng	20190818	25140	16192
201908	各app流失用户	ifeng	20190820	22839	15127
201908	各app流失用户	qq_music	20190823	31991	19040
201908	各app流失用户	kugou	20190824	27748	17510
201908	各app流失用户	sohu_news	20190827	13726	9098
201908	各app流失用户	yoovideo	20190827	55518	26713
201908	各app流失用户	sina_news	20190828	25035	15697
201908	各app流失用户	wangyi_music	20190829	26037	13386
201908	各app流失用户	sina_news	20190830	16164	10550
201908	各app流失用户	wangyi_music	20190831	11504	6188
201908	各app流失用户	sohu_news	20190803	10081	6681
201908	各app流失用户	yoovideo	20190803	40123	21770
201908	各app流失用户	sina_news	20190804	16265	10628
201908	各app流失用户	wangyi_music	20190805	10311	6070
201908	各app流失用户	kuwo	20190807	24325	16232
201908	各app流失用户	uc	20190809	31143	19165
201908	各app流失用户	wangyinews	20190809	36150	22565
201908	各app流失用户	uc	20190811	29792	18321
201908	各app流失用户	wangyinews	20190811	49993	30562
201908	各app流失用户	ximalaya	20190812	21984	14305
201908	各app流失用户	kuaibao	20190814	24420	14025
201908	各app流失用户	mobbaidu	20190814	24841	14423
201908	各app流失用户	others	20190815	18736	10419
201908	各app流失用户	toutiao	20190817	15113	9212
201908	各app流失用户	douyin	20190819	23031	13808
201908	各app流失用户	douyin	20190821	25075	15172
201908	各app流失用户	tencent_news	20190822	33143	19315
201908	各app流失用户	ifeng	20190823	28216	17904
201908	各app流失用户	qq_music	20190826	27369	16141
201908	各app流失用户	kugou	20190827	39141	23744
201908	各app流失用户	qq_music	20190802	26342	15841
201908	各app流失用户	kugou	20190803	21006	12889
201908	各app流失用户	sohu_news	20190806	12149	8203
201908	各app流失用户	yoovideo	20190806	25766	12565
201908	各app流失用户	sina_news	20190807	17588	11600
201908	各app流失用户	wangyi_music	20190808	12606	7342
201908	各app流失用户	wangyi_music	20190810	13238	7731
201908	各app流失用户	kuwo	20190812	28720	18750
201908	各app流失用户	uc	20190814	32198	19767
201908	各app流失用户	wangyinews	20190814	15650	9723
201908	各app流失用户	ximalaya	20190815	21213	13903
201908	各app流失用户	kuaibao	20190817	25903	15011
201908	各app流失用户	mobbaidu	20190817	27565	16179
201908	各app流失用户	others	20190818	21507	11923
201908	各app流失用户	others	20190820	18950	11262
201908	各app流失用户	toutiao	20190822	15835	9721
201908	各app流失用户	douyin	20190824	29395	17921
201908	各app流失用户	tencent_news	20190825	30815	18167
201908	各app流失用户	ifeng	20190826	24050	15471
201908	各app流失用户	qq_music	20190829	28950	17293
201908	各app流失用户	qq_music	20190831	26452	15825
201908	各app流失用户	tencent_news	20190801	25608	15346
201908	各app流失用户	ifeng	20190802	18640	12301
201908	各app流失用户	qq_music	20190805	23489	14614
201908	各app流失用户	kugou	20190806	23355	14545
201908	各app流失用户	sohu_news	20190809	13694	9086
201908	各app流失用户	yoovideo	20190809	37815	17854
201908	各app流失用户	sohu_news	20190811	12355	8087
201908	各app流失用户	yoovideo	20190811	40879	21644
201908	各app流失用户	sina_news	20190812	21158	13868
201908	各app流失用户	wangyi_music	20190813	11829	6812
201908	各app流失用户	kuwo	20190815	28403	18598
201908	各app流失用户	uc	20190817	32603	19825
201908	各app流失用户	wangyinews	20190817	14865	9111
201908	各app流失用户	ximalaya	20190818	21557	13744
201908	各app流失用户	ximalaya	20190820	20888	13598
201908	各app流失用户	kuaibao	20190822	30774	17569
201908	各app流失用户	mobbaidu	20190822	31424	18287
201908	各app流失用户	others	20190823	34837	20457
201908	各app流失用户	toutiao	20190825	16057	10144
201908	各app流失用户	douyin	20190827	54190	32564
201908	各app流失用户	tencent_news	20190828	29505	17604
201908	各app流失用户	ifeng	20190829	26343	16975
201908	各app流失用户	tencent_news	20190830	18353	11203
201908	各app流失用户	ifeng	20190831	23987	15430
201908	各app流失用户	toutiao	20190801	16400	10407
201908	各app流失用户	douyin	20190803	20719	12636
201908	各app流失用户	tencent_news	20190804	19952	12066
201908	各app流失用户	ifeng	20190805	22039	14113
201908	各app流失用户	qq_music	20190808	26814	16490
201908	各app流失用户	kugou	20190809	28225	17515
201908	各app流失用户	qq_music	20190810	30378	18872
201908	各app流失用户	kugou	20190811	27580	17143
201908	各app流失用户	sohu_news	20190814	13315	8689
201908	各app流失用户	yoovideo	20190814	39330	21437
201908	各app流失用户	sina_news	20190815	19275	12495
201908	各app流失用户	wangyi_music	20190816	14027	7994
201908	各app流失用户	kuwo	20190818	25483	16103
201908	各app流失用户	kuwo	20190820	24902	16053
201908	各app流失用户	uc	20190822	36279	21664
201908	各app流失用户	wangyinews	20190822	11711	7922
201908	各app流失用户	ximalaya	20190823	25913	16612
201908	各app流失用户	kuaibao	20190825	27570	15880
201908	各app流失用户	mobbaidu	20190825	31581	19204
201908	各app流失用户	others	20190826	42442	26676
201908	各app流失用户	toutiao	20190828	19159	11952
201908	各app流失用户	toutiao	20190830	6074	3645
201908	各app流失用户	kuaibao	20190801	33150	17639
201908	各app流失用户	mobbaidu	20190801	29445	18344
201908	各app流失用户	others	20190802	26405	16411
201908	各app流失用户	toutiao	20190804	13141	8073
201908	各app流失用户	douyin	20190806	20028	11671
201908	各app流失用户	tencent_news	20190807	21410	12949
201908	各app流失用户	ifeng	20190808	24160	15841
201908	各app流失用户	ifeng	20190810	23425	15181
201908	各app流失用户	qq_music	20190813	25780	15741
201908	各app流失用户	kugou	20190814	28127	17131
201908	各app流失用户	sohu_news	20190817	13887	9098
201908	各app流失用户	yoovideo	20190817	61123	30588
201908	各app流失用户	sina_news	20190818	19804	12343
201908	各app流失用户	wangyi_music	20190819	12264	6974
201908	各app流失用户	sina_news	20190820	18595	11892
201908	各app流失用户	wangyi_music	20190821	13325	7611
201908	各app流失用户	kuwo	20190823	31089	19923
201908	各app流失用户	uc	20190825	29984	18642
201908	各app流失用户	wangyinews	20190825	9701	6531
201908	各app流失用户	ximalaya	20190826	24102	15704
201908	各app流失用户	kuaibao	20190828	30050	17529
201908	各app流失用户	mobbaidu	20190828	29301	17546
201908	各app流失用户	others	20190829	23689	14558
201908	各app流失用户	kuaibao	20190830	18623	11190
201908	各app流失用户	mobbaidu	20190830	18057	11060
201908	各app流失用户	others	20190831	21186	12108
201908	各app流失用户	uc	20190801	33715	21380
201908	各app流失用户	wangyinews	20190801	33347	21216
201908	各app流失用户	ximalaya	20190802	18420	12008
201908	各app流失用户	kuaibao	20190804	14847	9008
201908	各app流失用户	mobbaidu	20190804	20799	12370
201908	各app流失用户	others	20190805	17109	9743
201908	各app流失用户	toutiao	20190807	12536	7765
201908	各app流失用户	douyin	20190809	23015	13529
201908	各app流失用户	douyin	20190811	21433	12532
201908	各app流失用户	tencent_news	20190812	25849	15428
201908	各app流失用户	ifeng	20190813	24576	16325
201908	各app流失用户	qq_music	20190816	28535	17297
201908	各app流失用户	kugou	20190817	30200	18396
201908	各app流失用户	sohu_news	20190822	13869	9147
201908	各app流失用户	yoovideo	20190822	69624	37854
201908	各app流失用户	sina_news	20190823	22988	14457
201908	各app流失用户	wangyi_music	20190824	14291	7941
201908	各app流失用户	kuwo	20190826	26756	17327
201908	各app流失用户	uc	20190828	30380	18654
201908	各app流失用户	wangyinews	20190828	9950	6530
201908	各app流失用户	ximalaya	20190829	25409	16475
201908	各app流失用户	uc	20190830	20674	13018
201908	各app流失用户	wangyinews	20190830	5069	3544
201908	各app流失用户	ximalaya	20190831	23498	15281
201908	各app流失用户	kuwo	20190802	26489	17479
201908	各app流失用户	uc	20190804	27072	17033
201908	各app流失用户	wangyinews	20190804	33952	21429
201908	各app流失用户	ximalaya	20190805	19096	12409
201908	各app流失用户	kuaibao	20190807	17461	10463
201908	各app流失用户	mobbaidu	20190807	19300	11258
201908	各app流失用户	others	20190808	17797	10030
201908	各app流失用户	others	20190810	18380	9755
201908	各app流失用户	toutiao	20190812	14084	8547
201908	各app流失用户	douyin	20190814	22682	13235
201908	各app流失用户	tencent_news	20190815	30111	18250
201908	各app流失用户	ifeng	20190816	25805	16860
201908	各app流失用户	qq_music	20190819	24533	14902
201908	各app流失用户	qq_music	20190821	24650	15013
201908	各app流失用户	kugou	20190822	33737	20039
201908	各app流失用户	sohu_news	20190825	12167	8012
201908	各app流失用户	yoovideo	20190825	59302	31761
201908	各app流失用户	sina_news	20190826	22899	14596
201908	各app流失用户	wangyi_music	20190827	18992	10286
201908	各app流失用户	kuwo	20190829	33556	21175
201908	各app流失用户	kuwo	20190831	27330	17339
201908	各app流失用户	sohu_news	20190801	11135	7342
201908	各app流失用户	yoovideo	20190801	36282	19766
201908	各app流失用户	sina_news	20190802	17017	11105
201908	各app流失用户	wangyi_music	20190803	10933	6491
201908	各app流失用户	kuwo	20190805	24248	15988
201908	各app流失用户	uc	20190807	28691	17975
201908	各app流失用户	wangyinews	20190807	28411	18795
201908	各app流失用户	ximalaya	20190808	20386	13292
201908	各app流失用户	ximalaya	20190810	20543	13262
201908	各app流失用户	kuaibao	20190812	24063	13972
201908	各app流失用户	mobbaidu	20190812	22892	13293
201908	各app流失用户	others	20190813	17950	9874
201908	各app流失用户	toutiao	20190815	14489	8879
201908	各app流失用户	douyin	20190817	27202	16068
201908	各app流失用户	tencent_news	20190818	27698	16096
201908	各app流失用户	ifeng	20190819	23793	15496
201908	各app流失用户	tencent_news	20190820	26318	15671
201908	各app流失用户	ifeng	20190821	26520	17314
201908	各app流失用户	qq_music	20190824	23095	13474
201908	各app流失用户	kugou	20190825	30837	19071
201908	各app流失用户	sohu_news	20190828	12900	8462
201908	各app流失用户	yoovideo	20190828	52778	23312
201908	各app流失用户	sina_news	20190829	30016	18678
201908	各app流失用户	sohu_news	20190830	8511	5633
201908	各app流失用户	sina_news	20190831	25373	16007
201908	各app流失用户	kugou	20190801	27951	17483
201908	各app流失用户	sohu_news	20190804	10770	7151
201908	各app流失用户	yoovideo	20190804	29338	15004
201908	各app流失用户	sina_news	20190805	17471	11446
201908	各app流失用户	wangyi_music	20190806	10542	6143
201908	各app流失用户	kuwo	20190808	28628	18498
201908	各app流失用户	kuwo	20190810	30198	19588
201908	各app流失用户	uc	20190812	32739	20383
201908	各app流失用户	wangyinews	20190812	31967	19441
201908	各app流失用户	ximalaya	20190813	21518	13898
201908	各app流失用户	kuaibao	20190815	24129	14206
201908	各app流失用户	mobbaidu	20190815	24246	14245
201908	各app流失用户	others	20190816	20894	11633
201908	各app流失用户	toutiao	20190818	13442	8235
201908	各app流失用户	toutiao	20190820	12571	7834
201908	各app流失用户	douyin	20190822	30107	17287
201908	各app流失用户	tencent_news	20190823	33321	19565
201908	各app流失用户	ifeng	20190824	21388	14074
201908	各app流失用户	qq_music	20190827	29267	16332
201908	各app流失用户	kugou	20190828	31823	19746
201908	各app流失用户	kugou	20190830	22032	13867
201908	各app流失用户	qq_music	20190803	22844	13821
201908	各app流失用户	kugou	20190804	20791	12702
201908	各app流失用户	sohu_news	20190807	11703	7932
201908	各app流失用户	yoovideo	20190807	23444	11468
201908	各app流失用户	sina_news	20190808	19817	12891
201908	各app流失用户	wangyi_music	20190809	12877	7543
201908	各app流失用户	sina_news	20190810	18706	11949
201908	各app流失用户	wangyi_music	20190811	11559	6742
201908	各app流失用户	kuwo	20190813	29370	19327
201908	各app流失用户	uc	20190815	31515	19507
201908	各app流失用户	wangyinews	20190815	15012	9486
201908	各app流失用户	ximalaya	20190816	22353	14692
201908	各app流失用户	kuaibao	20190818	23310	13334
201908	各app流失用户	mobbaidu	20190818	25082	14762
201908	各app流失用户	others	20190819	20976	12492
201908	各app流失用户	kuaibao	20190820	24884	14680
201908	各app流失用户	mobbaidu	20190820	23785	14425
201908	各app流失用户	others	20190821	21853	13036
201908	各app流失用户	toutiao	20190823	16493	10236
201908	各app流失用户	douyin	20190825	30912	18613
201908	各app流失用户	tencent_news	20190826	31388	18463
201908	各app流失用户	ifeng	20190827	25004	16298
201908	各app流失用户	douyin	20190801	29710	18747
201908	各app流失用户	tencent_news	20190802	23209	13929
201908	各app流失用户	ifeng	20190803	18586	12043
201908	各app流失用户	qq_music	20190806	22350	13508
201908	各app流失用户	kugou	20190807	22338	13792
201908	各app流失用户	sohu_news	20190812	13018	8631
201908	各app流失用户	yoovideo	20190812	26968	12348
201908	各app流失用户	sina_news	20190813	20416	13195
201908	各app流失用户	wangyi_music	20190814	12064	6888
201908	各app流失用户	kuwo	20190816	29505	19171
201908	各app流失用户	uc	20190818	30723	18536
201908	各app流失用户	wangyinews	20190818	11232	7213
201908	各app流失用户	ximalaya	20190819	23178	14985
201908	各app流失用户	uc	20190820	28113	17634
201908	各app流失用户	wangyinews	20190820	9609	6641
201908	各app流失用户	ximalaya	20190821	17094	11051
201908	各app流失用户	kuaibao	20190823	30823	17735
201908	各app流失用户	mobbaidu	20190823	33750	20235
201908	各app流失用户	others	20190824	32719	20028
201908	各app流失用户	toutiao	20190826	18231	11475
201908	各app流失用户	douyin	20190828	30897	18310
201908	各app流失用户	tencent_news	20190829	30506	18289
201908	各app流失用户	douyin	20190830	13991	8473
201908	各app流失用户	tencent_news	20190831	28923	16593
201908	各app流失用户	toutiao	20190802	16358	10501
201908	各app流失用户	douyin	20190804	19518	11545
201908	各app流失用户	tencent_news	20190805	20422	12233
201908	各app流失用户	ifeng	20190806	23782	15269
201908	各app流失用户	qq_music	20190809	28853	17903
201908	各app流失用户	qq_music	20190811	26059	15929
201908	各app流失用户	kugou	20190812	29378	18233
201908	各app流失用户	sohu_news	20190815	13695	9049
201908	各app流失用户	yoovideo	20190815	31306	14925
201908	各app流失用户	sina_news	20190816	21141	13482
201908	各app流失用户	wangyi_music	20190817	14689	8373
201908	各app流失用户	kuwo	20190819	27496	17540
201908	各app流失用户	kuwo	20190821	28357	18351
201908	各app流失用户	uc	20190823	33744	20733
201908	各app流失用户	wangyinews	20190823	10282	6928
201908	各app流失用户	ximalaya	20190824	20089	13184
201908	各app流失用户	kuaibao	20190826	28599	16557
201908	各app流失用户	mobbaidu	20190826	34847	21296
201908	各app流失用户	others	20190827	97377	62012
201908	各app流失用户	toutiao	20190829	10794	6241
201908	各app流失用户	toutiao	20190831	8955	5222
201908	各app流失用户	kuaibao	20190802	17594	10210
201908	各app流失用户	mobbaidu	20190802	26847	16537
201908	各app流失用户	others	20190803	21405	13287
201908	各app流失用户	toutiao	20190805	13216	8168
201908	各app流失用户	douyin	20190807	18221	10697
201908	各app流失用户	tencent_news	20190808	25254	15213
201908	各app流失用户	ifeng	20190809	25113	16568
201908	各app流失用户	tencent_news	20190810	27590	15895
201908	各app流失用户	ifeng	20190811	22667	14794
201908	各app流失用户	qq_music	20190814	25847	15647
201908	各app流失用户	kugou	20190815	28392	17651
201908	各app流失用户	sohu_news	20190818	12049	8027
201908	各app流失用户	yoovideo	20190818	40184	19788
201908	各app流失用户	sina_news	20190819	20776	12967
201908	各app流失用户	sohu_news	20190820	12457	8305
201908	各app流失用户	yoovideo	20190820	35495	18319
201908	各app流失用户	sina_news	20190821	20344	12998
201908	各app流失用户	wangyi_music	20190822	15381	8341
201908	各app流失用户	kuwo	20190824	24285	15816
201908	各app流失用户	uc	20190826	31792	19619
201908	各app流失用户	wangyinews	20190826	10436	6998
201908	各app流失用户	ximalaya	20190827	27456	17891
201908	各app流失用户	kuaibao	20190829	31532	18352
201908	各app流失用户	mobbaidu	20190829	29754	18394
201908	各app流失用户	kuaibao	20190831	28642	16373
201908	各app流失用户	mobbaidu	20190831	27080	16056
201908	各app流失用户	uc	20190802	30560	19146
201908	各app流失用户	wangyinews	20190802	33509	21191
201908	各app流失用户	ximalaya	20190803	17226	11341
201908	各app流失用户	kuaibao	20190805	15800	9515
201908	各app流失用户	mobbaidu	20190805	20106	11792
201908	各app流失用户	others	20190806	17247	9651
201908	各app流失用户	toutiao	20190808	14030	8558
201908	各app流失用户	toutiao	20190810	13948	8441
201908	各app流失用户	douyin	20190812	21765	12622
201908	各app流失用户	tencent_news	20190813	26223	15693
201908	各app流失用户	ifeng	20190814	24906	16398
201908	各app流失用户	qq_music	20190817	29681	17688
201908	各app流失用户	kugou	20190818	26273	15774
201908	各app流失用户	kugou	20190820	24708	15384
201908	各app流失用户	sohu_news	20190823	13829	8932
201908	各app流失用户	yoovideo	20190823	59542	28159
201908	各app流失用户	sina_news	20190824	17209	11371
201908	各app流失用户	wangyi_music	20190825	14269	7900
201908	各app流失用户	kuwo	20190827	30794	19015
201908	各app流失用户	uc	20190829	30857	19323
201908	各app流失用户	wangyinews	20190829	9638	6595
201908	各app流失用户	uc	20190831	29325	18059
201908	各app流失用户	wangyinews	20190831	6969	4763
201908	各app流失用户	wangyi_music	20190801	14852	9094
201908	各app流失用户	kuwo	20190803	21677	14039
201908	各app流失用户	uc	20190805	27648	17166
201908	各app流失用户	wangyinews	20190805	34640	22485
201908	各app流失用户	ximalaya	20190806	20055	13098
201908	各app流失用户	kuaibao	20190808	22141	13045
201908	各app流失用户	mobbaidu	20190808	22438	13215
201908	各app流失用户	others	20190809	17686	9561
201908	各app流失用户	kuaibao	20190810	21100	12163
